,ESPECIE,SEXO,HABITAT,PESO_g,TAMANHO_cm,BICO_mm,ASA_cm
6055,PICA-PAU,FEMEA,MOSQUEIRO,54.05,19.586,22.75,9.268
6056,PICA-PAU,FEMEA,MOSQUEIRO,50.446,18.11,21.175,9.836
6057,ANAMBE,FEMEA,MOSQUEIRO,73.147,17.692,14.294,11.776
6058,ARARA AZUL,FEMEA,MARAJO,1097.551,101.224,96.815,34.617
6059,PICA-PAU,FEMEA,MOSQUEIRO,60.046,20.446,21.337,8.527
6060,ANAMBE,FEMEA,MARAJO,79.64,18.826,16.119,11.859
6061,ARARA AZUL,FEMEA,MARAJO,954.286,99.82,91.468,31.803
6062,PICA-PAU,MACHO,MOSQUEIRO,57.101,21.371,25.158,13.59
6063,ARARA AZUL,FEMEA,MARAJO,1249.082,92.787,90.179,35.425
6064,PICA-PAU,FEMEA,MOSQUEIRO,58.443,20.613,21.953,11.273
6065,PICA-PAU,FEMEA,MOSQUEIRO,52.154,19.913,21.432,10.603
6066,ARARA AZUL,FEMEA,MARAJO,893.712,89.904,98.975,25.766
6067,PICA-PAU,FEMEA,MOSQUEIRO,55.349,20.711,22.407,10.417
6068,ANAMBE,FEMEA,MOSQUEIRO,69.377,16.243,14.85,10.251
6069,ANAMBE,MACHO,MOSQUEIRO,74.988,22.648,15.244,13.655
6070,ANAMBE,MACHO,MOSQUEIRO,71.871,19.74,14.577,12.524
6071,PICA-PAU,FEMEA,MOSQUEIRO,50.42,20.58,21.695,9.75
6072,ANAMBE,FEMEA,MOSQUEIRO,72.423,15.607,11.521,13.093
6073,ANAMBE,MACHO,MARAJO,88.298,25.284,16.4,14.808
6074,PICA-PAU,MACHO,MOSQUEIRO,61.373,22.784,25.65,14.07
6075,PICA-PAU,MACHO,MOSQUEIRO,65.136,21.438,25.154,14.258
6076,ANAMBE,MACHO,MOSQUEIRO,75.566,20.04,13.493,11.806
6077,ANAMBE,MACHO,MARAJO,95.211,23.65,16.241,13.625
6078,ANAMBE,FEMEA,MOSQUEIRO,66.424,16.976,11.782,14.71
6079,ARARA AZUL,FEMEA,MARAJO,1067.855,93.711,100.832,29.918
6080,ANAMBE,MACHO,MOSQUEIRO,77.979,19.843,14.214,12.43
6081,ANAMBE,MACHO,MOSQUEIRO,82.766,19.173,14.93,11.42
6082,ANAMBE,MACHO,MOSQUEIRO,73.366,19.267,13.692,12.189
6083,PICA-PAU,MACHO,MOSQUEIRO,57.67,21.418,24.928,11.77
6084,ARARA AZUL,MACHO,MARAJO,1359.586,109.62,97.393,33.952
6085,ANAMBE,MACHO,MOSQUEIRO,87.02,18.265,14.209,13.839
6086,ANAMBE,FEMEA,MARAJO,,18.278,14.959,13.147
6087,ARARA AZUL,FEMEA,MARAJO,964.7,85.804,85.956,35.811
6088,ANAMBE,FEMEA,MOSQUEIRO,71.293,17.974,12.36,12.333
6089,PICA-PAU,FEMEA,MOSQUEIRO,51.923,20.902,19.8,9.35
6090,ANAMBE,FEMEA,MOSQUEIRO,72.994,15.043,13.307,13.315
6091,PICA-PAU,FEMEA,MOSQUEIRO,55.498,20.398,20.697,7.58
6092,ANAMBE,FEMEA,MOSQUEIRO,71.899,17.886,12.009,15.065
6093,ANAMBE,MACHO,MOSQUEIRO,81.027,21.008,15.6,12.178
6094,ANAMBE,FEMEA,MOSQUEIRO,64.146,18.685,12.495,12.929
6095,ARARA AZUL,MACHO,MARAJO,1386.628,94.328,110.605,35.642
6096,ANAMBE,MACHO,MARAJO,82.489,22.005,16.37,17.165
6097,ARARA AZUL,MACHO,MARAJO,1192.303,105.637,94.13,40.621
6098,ARARA AZUL,MACHO,MARAJO,1570.927,104.745,93.383,33.113
6099,ANAMBE,FEMEA,MOSQUEIRO,69.478,,13.035,15.959
6100,ANAMBE,FEMEA,MARAJO,63.5,19.532,15.375,12.086
6101,ANAMBE,FEMEA,MOSQUEIRO,81.163,17.294,13.131,13.544
6102,ANAMBE,MACHO,MOSQUEIRO,75.21,17.745,15.45,11.587
6103,ANAMBE,MACHO,MOSQUEIRO,75.188,22.944,13.842,11.115
6104,ANAMBE,MACHO,,76.585,18.111,14.455,12.521
6105,ARARA AZUL,MACHO,MARAJO,1558.249,109.58,99.683,38.224
6106,ARARA AZUL,MACHO,MARAJO,1408.483,100.61,107.965,32.173
6107,ANAMBE,FEMEA,MARAJO,77.623,20.063,15.436,10.862
6108,ANAMBE,MACHO,MARAJO,82.283,24.984,17.477,14.994
6109,ANAMBE,FEMEA,MOSQUEIRO,60.828,17.958,12.956,15.643
6110,ANAMBE,MACHO,MOSQUEIRO,81.0,23.749,15.274,12.11
6111,ANAMBE,FEMEA,MOSQUEIRO,73.389,17.518,15.602,14.963
6112,PICA-PAU,MACHO,MOSQUEIRO,64.927,21.614,27.382,12.292
6113,ANAMBE,MACHO,MOSQUEIRO,81.055,18.261,13.978,10.459
6114,PICA-PAU,MACHO,MOSQUEIRO,60.57,22.402,26.427,12.714
6115,ANAMBE,FEMEA,MARAJO,73.77,16.506,15.044,11.491
6116,ANAMBE,MACHO,MOSQUEIRO,81.118,18.152,16.757,9.483
6117,ARARA AZUL,MACHO,MARAJO,1319.022,91.714,103.336,39.972
6118,ARARA AZUL,MACHO,MARAJO,1459.353,98.317,105.218,40.296
6119,ARARA AZUL,MACHO,MARAJO,,93.959,100.73,37.469
6120,ARARA AZUL,FEMEA,MARAJO,1133.136,91.103,90.348,34.752
6121,ANAMBE,MACHO,MARAJO,84.012,21.372,16.882,16.362
6122,PICA-PAU,FEMEA,MOSQUEIRO,54.611,19.771,21.328,10.257
6123,ANAMBE,MACHO,MOSQUEIRO,72.548,23.277,14.701,12.112
6124,ANAMBE,MACHO,MOSQUEIRO,83.518,20.335,14.921,11.384
6125,ANAMBE,MACHO,MARAJO,75.517,22.42,18.879,15.024
6126,PICA-PAU,FEMEA,MOSQUEIRO,48.806,21.16,21.01,9.47
6127,ANAMBE,MACHO,MOSQUEIRO,76.948,19.684,15.439,14.23
6128,ANAMBE,MACHO,MOSQUEIRO,76.089,18.557,15.521,12.608
6129,ANAMBE,MACHO,MOSQUEIRO,79.224,23.477,16.01,12.17
6130,ANAMBE,MACHO,MOSQUEIRO,72.947,22.135,15.704,12.772
6131,ARARA AZUL,MACHO,MARAJO,1391.503,100.065,103.269,35.609
6132,ANAMBE,MACHO,MOSQUEIRO,83.098,16.907,14.382,9.398
6133,ARARA AZUL,MACHO,MARAJO,1308.146,96.708,101.396,38.224
6134,ANAMBE,MACHO,MARAJO,93.106,21.296,17.391,13.293
6135,ARARA AZUL,FEMEA,MARAJO,1116.185,85.139,84.889,34.54
6136,PICA-PAU,MACHO,MOSQUEIRO,57.445,21.901,26.441,13.111
6137,ANAMBE,MACHO,MOSQUEIRO,83.355,17.086,15.822,14.978
6138,ANAMBE,FEMEA,MARAJO,,19.563,14.154,9.677
6139,ANAMBE,FEMEA,MOSQUEIRO,72.42,14.449,12.821,10.212
6140,ARARA AZUL,FEMEA,MARAJO,1106.298,87.867,92.456,34.495
6141,PICA-PAU,MACHO,MOSQUEIRO,72.918,22.028,25.055,14.201
6142,ANAMBE,FEMEA,MOSQUEIRO,71.922,18.031,14.659,11.494
6143,ANAMBE,MACHO,MOSQUEIRO,73.91,22.028,14.655,14.41
6144,PICA-PAU,MACHO,MOSQUEIRO,60.135,22.053,23.747,12.828
6145,ARARA AZUL,MACHO,MARAJO,1511.414,96.062,108.243,36.547
6146,ANAMBE,FEMEA,MOSQUEIRO,68.295,12.643,11.359,15.674
6147,PICA-PAU,FEMEA,MOSQUEIRO,57.628,19.556,20.752,10.017
6148,ANAMBE,FEMEA,MOSQUEIRO,77.404,17.753,13.159,12.639
6149,ANAMBE,MACHO,MARAJO,91.507,21.505,18.481,14.618
6150,ARARA AZUL,MACHO,MARAJO,1449.712,104.3,101.505,37.378
6151,ANAMBE,FEMEA,MOSQUEIRO,65.443,17.444,13.882,15.122
6152,PICA-PAU,FEMEA,MOSQUEIRO,38.624,20.502,20.989,9.069
6153,ARARA AZUL,MACHO,MARAJO,1421.407,96.719,102.406,43.102
6154,ANAMBE,MACHO,MOSQUEIRO,88.724,21.398,14.356,13.111
6155,PICA-PAU,FEMEA,MOSQUEIRO,53.298,18.768,19.792,7.571
6156,PICA-PAU,MACHO,MOSQUEIRO,64.952,22.49,25.943,13.318
6157,ANAMBE,MACHO,MOSQUEIRO,79.099,23.569,16.471,14.461
6158,PICA-PAU,MACHO,MOSQUEIRO,65.808,27.329,23.888,12.983
6159,ANAMBE,MACHO,MOSQUEIRO,86.473,18.436,14.578,13.381
6160,ANAMBE,MACHO,MARAJO,89.601,24.149,17.249,13.738
6161,PICA-PAU,MACHO,MOSQUEIRO,55.681,22.846,25.562,11.458
6162,ARARA AZUL,FEMEA,MARAJO,1188.286,92.368,86.97,23.391
6163,ARARA AZUL,FEMEA,MARAJO,1050.45,86.044,88.884,34.088
6164,ARARA AZUL,MACHO,MARAJO,1441.202,103.122,104.673,41.268
6165,ARARA AZUL,MACHO,MARAJO,1508.062,96.366,103.098,38.213
6166,ARARA AZUL,FEMEA,MARAJO,1444.593,86.449,93.526,36.252
6167,ARARA AZUL,MACHO,MARAJO,1292.663,99.635,99.268,35.879
6168,PICA-PAU,MACHO,MOSQUEIRO,64.07,23.671,27.626,12.943
6169,ARARA AZUL,MACHO,MARAJO,1491.088,92.958,102.388,39.431
6170,PICA-PAU,FEMEA,MOSQUEIRO,60.818,18.146,24.994,10.106
6171,ARARA AZUL,MACHO,MARAJO,1444.092,98.87,98.312,37.072
6172,ANAMBE,FEMEA,MARAJO,70.192,20.94,15.774,12.201
6173,ANAMBE,MACHO,MOSQUEIRO,77.884,19.446,17.025,13.215
6174,ANAMBE,MACHO,MARAJO,87.904,26.305,17.597,12.762
6175,ARARA AZUL,FEMEA,MARAJO,858.414,90.263,81.059,28.841
6176,ARARA AZUL,MACHO,MARAJO,1515.728,101.344,102.642,33.51
6177,ANAMBE,FEMEA,MOSQUEIRO,69.101,18.617,14.029,13.354
6178,ANAMBE,MACHO,MOSQUEIRO,74.71,20.21,14.829,11.362
6179,ARARA AZUL,MACHO,MARAJO,1453.007,100.847,106.729,41.601
6180,PICA-PAU,FEMEA,MOSQUEIRO,50.853,20.842,20.214,11.068
6181,ARARA AZUL,MACHO,MARAJO,1383.34,98.074,103.947,35.543
6182,PICA-PAU,MACHO,MOSQUEIRO,57.531,22.26,25.972,10.981
6183,PICA-PAU,FEMEA,MOSQUEIRO,57.838,19.972,19.646,8.423
6184,ARARA AZUL,MACHO,MARAJO,1540.754,97.24,100.655,31.582
6185,ANAMBE,MACHO,MARAJO,92.47,22.254,17.862,15.104
6186,ANAMBE,FEMEA,MOSQUEIRO,62.158,17.884,13.639,14.657
6187,PICA-PAU,MACHO,MOSQUEIRO,67.394,26.635,26.206,10.958
6188,ARARA AZUL,FEMEA,MARAJO,1079.77,93.181,89.357,29.146
6189,ARARA AZUL,MACHO,MARAJO,1366.461,99.64,96.728,37.81
6190,PICA-PAU,FEMEA,MOSQUEIRO,56.074,19.718,20.551,10.136
6191,PICA-PAU,MACHO,MOSQUEIRO,63.437,20.753,26.934,11.235
6192,PICA-PAU,FEMEA,MOSQUEIRO,51.376,21.197,21.637,8.913
6193,ARARA AZUL,MACHO,MARAJO,1568.9,91.328,102.546,32.092
6194,ANAMBE,FEMEA,MARAJO,66.236,18.175,14.926,15.612
6195,ANAMBE,MACHO,MOSQUEIRO,91.935,20.689,14.107,14.993
6196,PICA-PAU,FEMEA,MOSQUEIRO,56.141,,21.134,8.299
6197,ANAMBE,FEMEA,MOSQUEIRO,64.996,16.554,13.498,13.29
6198,ANAMBE,MACHO,MOSQUEIRO,81.434,21.104,14.104,11.791
6199,PICA-PAU,MACHO,MOSQUEIRO,65.639,23.509,24.838,10.149
6200,ANAMBE,FEMEA,MOSQUEIRO,73.6,15.42,13.86,12.06
6201,ARARA AZUL,MACHO,MARAJO,1237.695,103.358,90.267,42.711
6202,ANAMBE,FEMEA,MOSQUEIRO,69.204,15.574,13.503,14.547
6203,ANAMBE,FEMEA,MOSQUEIRO,80.035,17.62,13.74,12.203
6204,PICA-PAU,MACHO,MOSQUEIRO,63.114,25.059,22.538,11.734
6205,ANAMBE,MACHO,MARAJO,83.023,21.197,15.863,14.554
6206,ANAMBE,MACHO,MARAJO,83.972,21.2,17.916,15.3
6207,ANAMBE,MACHO,MOSQUEIRO,82.861,20.252,16.887,13.344
6208,ANAMBE,FEMEA,MOSQUEIRO,66.764,20.575,13.073,15.588
6209,ANAMBE,MACHO,MOSQUEIRO,83.12,21.348,13.604,11.808
6210,ANAMBE,MACHO,MARAJO,78.729,22.814,17.326,14.806
6211,ANAMBE,MACHO,MOSQUEIRO,72.35,20.446,15.179,14.865
6212,ARARA AZUL,FEMEA,MARAJO,1219.443,98.432,82.683,33.252
6213,ARARA AZUL,FEMEA,MARAJO,954.048,100.418,96.719,30.07
6214,ARARA AZUL,MACHO,MARAJO,1162.898,96.829,97.688,38.392
6215,ANAMBE,MACHO,MOSQUEIRO,77.025,17.72,16.573,13.574
6216,ANAMBE,FEMEA,MOSQUEIRO,74.516,17.974,14.729,14.928
6217,ANAMBE,FEMEA,MOSQUEIRO,68.174,16.917,12.99,15.599
6218,ANAMBE,MACHO,MOSQUEIRO,76.253,18.802,16.704,10.986
6219,ANAMBE,MACHO,MARAJO,91.076,22.625,18.271,13.451
6220,PICA-PAU,FEMEA,MOSQUEIRO,44.268,18.885,23.598,9.686
6221,ARARA AZUL,MACHO,MARAJO,1646.339,104.676,106.771,42.769
6222,PICA-PAU,FEMEA,MOSQUEIRO,55.619,23.356,21.331,9.0
6223,ANAMBE,MACHO,MARAJO,83.828,21.824,17.812,13.541
6224,PICA-PAU,MACHO,MOSQUEIRO,66.927,21.838,23.08,10.555
6225,ANAMBE,MACHO,MOSQUEIRO,82.786,22.896,15.239,13.408
6226,ANAMBE,MACHO,MOSQUEIRO,80.762,21.15,15.711,11.868
6227,PICA-PAU,MACHO,MOSQUEIRO,66.191,23.241,26.821,12.867
6228,ANAMBE,FEMEA,MARAJO,70.628,20.835,14.671,11.194
6229,ANAMBE,FEMEA,MOSQUEIRO,,19.399,11.554,12.681
6230,ANAMBE,MACHO,MOSQUEIRO,84.098,20.813,15.445,12.048
6231,ANAMBE,MACHO,MOSQUEIRO,78.968,21.425,14.108,13.252
6232,PICA-PAU,MACHO,MOSQUEIRO,56.242,20.939,23.602,11.756
6233,ARARA AZUL,MACHO,MARAJO,1501.049,96.933,93.628,38.914
6234,ANAMBE,MACHO,MOSQUEIRO,67.357,19.644,14.988,13.749
6235,ANAMBE,MACHO,MARAJO,93.462,23.469,18.364,12.458
6236,PICA-PAU,FEMEA,MOSQUEIRO,50.941,19.457,19.825,9.967
6237,ANAMBE,MACHO,MOSQUEIRO,81.304,20.316,12.832,13.67
6238,ANAMBE,FEMEA,MOSQUEIRO,64.219,16.959,10.559,17.897
6239,ANAMBE,MACHO,MARAJO,86.505,21.071,17.234,15.121
6240,ARARA AZUL,MACHO,MARAJO,1274.543,101.188,97.421,36.013
6241,ANAMBE,FEMEA,MARAJO,61.128,16.766,15.456,12.009
6242,PICA-PAU,MACHO,MOSQUEIRO,62.272,22.214,26.193,12.087
6243,ANAMBE,MACHO,MOSQUEIRO,83.912,23.29,13.828,13.951
6244,PICA-PAU,FEMEA,MOSQUEIRO,62.848,19.431,24.757,10.491
6245,ANAMBE,MACHO,MARAJO,87.058,21.119,17.132,12.104
6246,ANAMBE,MACHO,MARAJO,83.088,21.684,16.694,12.06
6247,ANAMBE,FEMEA,MOSQUEIRO,68.187,18.87,12.096,13.002
6248,PICA-PAU,MACHO,MOSQUEIRO,66.481,20.119,23.895,10.74
6249,ANAMBE,MACHO,MARAJO,90.217,20.594,18.454,15.177
6250,PICA-PAU,FEMEA,MOSQUEIRO,51.393,18.905,26.401,9.706
6251,ARARA AZUL,MACHO,MARAJO,1570.569,99.891,101.679,37.732
6252,PICA-PAU,FEMEA,MOSQUEIRO,56.457,18.889,23.699,10.643
6253,ANAMBE,FEMEA,MOSQUEIRO,70.004,17.804,15.5,13.509
6254,ARARA AZUL,MACHO,MARAJO,1138.66,100.274,104.347,38.018
6255,ANAMBE,MACHO,MARAJO,87.594,21.925,16.294,12.296
6256,ANAMBE,FEMEA,MOSQUEIRO,67.179,15.832,12.945,13.327
6257,ANAMBE,MACHO,MOSQUEIRO,79.699,19.292,15.021,15.16
6258,ANAMBE,FEMEA,MOSQUEIRO,69.716,17.622,14.42,15.72
6259,PICA-PAU,FEMEA,MOSQUEIRO,53.784,20.776,24.982,10.027
6260,PICA-PAU,MACHO,MOSQUEIRO,55.243,21.998,25.474,12.062
6261,ARARA AZUL,FEMEA,MARAJO,1274.905,89.621,91.694,36.277
6262,ANAMBE,MACHO,MARAJO,94.039,20.879,17.18,14.162
6263,ARARA AZUL,MACHO,MARAJO,1660.238,94.343,105.174,38.455
6264,ANAMBE,FEMEA,MARAJO,72.737,17.091,12.749,10.776
6265,ARARA AZUL,FEMEA,MARAJO,962.387,91.169,90.287,30.897
6266,PICA-PAU,FEMEA,MOSQUEIRO,52.05,22.297,23.173,10.615
6267,ANAMBE,MACHO,MOSQUEIRO,82.501,19.944,15.62,12.784
6268,PICA-PAU,FEMEA,MOSQUEIRO,47.556,22.344,21.241,10.735
6269,ARARA AZUL,FEMEA,MARAJO,,90.627,89.959,37.808
6270,ARARA AZUL,FEMEA,MARAJO,1092.358,96.422,84.597,29.517
6271,PICA-PAU,FEMEA,MOSQUEIRO,55.457,19.864,20.995,9.154
6272,ANAMBE,FEMEA,MOSQUEIRO,67.458,19.583,13.19,16.102
6273,ARARA AZUL,MACHO,MARAJO,1246.828,109.557,104.51,40.653
6274,PICA-PAU,FEMEA,MOSQUEIRO,50.978,20.812,22.281,8.779
6275,ARARA AZUL,MACHO,MARAJO,1547.565,104.522,99.571,34.715
6276,ANAMBE,MACHO,MARAJO,88.897,21.222,16.022,13.806
6277,ARARA AZUL,FEMEA,MARAJO,1074.155,99.498,83.725,29.973
6278,ANAMBE,MACHO,MARAJO,86.6,19.03,16.988,13.637
6279,PICA-PAU,MACHO,MOSQUEIRO,71.096,26.338,28.939,13.938
6280,ANAMBE,MACHO,MOSQUEIRO,71.362,17.302,15.196,13.063
6281,PICA-PAU,MACHO,MOSQUEIRO,56.98,22.393,23.658,13.517
6282,PICA-PAU,MACHO,MOSQUEIRO,62.183,22.839,23.306,12.257
6283,ANAMBE,FEMEA,MOSQUEIRO,77.271,17.826,13.554,12.125
6284,ARARA AZUL,FEMEA,MARAJO,1059.857,86.649,96.762,28.839
6285,ARARA AZUL,MACHO,MARAJO,1577.599,97.172,101.446,34.687
6286,PICA-PAU,FEMEA,MOSQUEIRO,56.393,19.02,20.873,9.754
6287,ANAMBE,MACHO,MARAJO,94.645,26.897,17.407,15.414
6288,ARARA AZUL,FEMEA,MARAJO,1209.341,86.569,86.712,32.685
6289,ANAMBE,MACHO,MOSQUEIRO,74.555,18.779,14.229,11.078
6290,ANAMBE,FEMEA,MOSQUEIRO,77.222,16.521,13.209,15.083
6291,ANAMBE,MACHO,MARAJO,79.987,23.905,15.344,14.968
6292,ANAMBE,MACHO,MARAJO,89.066,20.791,16.979,14.837
6293,ARARA AZUL,MACHO,MARAJO,1251.791,109.899,98.495,40.879
6294,PICA-PAU,FEMEA,MOSQUEIRO,58.68,19.08,22.26,11.535
6295,ANAMBE,MACHO,MOSQUEIRO,76.88,23.058,13.707,14.335
6296,ANAMBE,FEMEA,MOSQUEIRO,72.627,18.842,12.239,12.392
6297,ARARA AZUL,FEMEA,MARAJO,943.513,100.397,85.924,29.614
6298,ANAMBE,FEMEA,MOSQUEIRO,62.22,17.043,12.714,12.636
6299,PICA-PAU,FEMEA,MOSQUEIRO,48.851,19.971,25.06,9.042
6300,ANAMBE,MACHO,MOSQUEIRO,82.57,18.539,15.41,13.323
6301,ANAMBE,MACHO,MARAJO,86.815,21.983,15.935,14.635
6302,ANAMBE,FEMEA,MOSQUEIRO,67.692,17.698,13.316,16.091
6303,ARARA AZUL,MACHO,MARAJO,1478.299,102.994,108.892,33.339
6304,ANAMBE,FEMEA,MOSQUEIRO,68.515,17.889,12.319,15.569
6305,PICA-PAU,FEMEA,MOSQUEIRO,51.439,22.775,23.558,9.808
6306,ANAMBE,MACHO,MOSQUEIRO,74.268,20.591,15.158,14.254
6307,ARARA AZUL,FEMEA,MARAJO,1209.396,,84.787,38.469
6308,ANAMBE,FEMEA,MARAJO,68.116,18.179,15.382,11.088
6309,PICA-PAU,MACHO,MOSQUEIRO,61.606,22.547,25.673,12.515
6310,PICA-PAU,FEMEA,MOSQUEIRO,60.358,19.721,19.682,8.844
6311,ANAMBE,FEMEA,MOSQUEIRO,71.986,16.773,12.527,13.399
6312,PICA-PAU,FEMEA,MOSQUEIRO,61.382,19.471,22.503,8.511
6313,ANAMBE,FEMEA,MOSQUEIRO,73.069,19.661,13.612,11.857
6314,PICA-PAU,FEMEA,MOSQUEIRO,65.955,18.937,21.909,10.024
6315,ANAMBE,MACHO,MOSQUEIRO,80.846,18.689,14.052,14.936
6316,PICA-PAU,FEMEA,MOSQUEIRO,54.706,18.968,20.349,10.347
6317,ANAMBE,FEMEA,MOSQUEIRO,68.755,16.524,11.933,14.772
6318,PICA-PAU,FEMEA,MOSQUEIRO,55.963,20.517,21.413,8.252
6319,ARARA AZUL,FEMEA,MARAJO,1064.6,99.524,94.392,29.155
6320,ANAMBE,MACHO,MOSQUEIRO,67.228,16.66,15.162,12.253
6321,ARARA AZUL,MACHO,MARAJO,1363.575,100.797,104.605,39.142
6322,ARARA AZUL,MACHO,MARAJO,1405.909,106.027,103.089,37.552
6323,PICA-PAU,MACHO,MOSQUEIRO,76.948,22.689,23.928,10.986
6324,PICA-PAU,MACHO,MOSQUEIRO,66.729,22.242,24.568,13.899
6325,PICA-PAU,FEMEA,MOSQUEIRO,51.562,22.828,22.977,10.047
6326,ANAMBE,MACHO,MOSQUEIRO,73.092,17.828,15.239,14.349
6327,PICA-PAU,FEMEA,MOSQUEIRO,60.265,21.292,21.1,10.306
6328,ARARA AZUL,MACHO,MARAJO,1540.751,100.439,104.194,37.032
6329,ARARA AZUL,MACHO,MARAJO,1530.836,99.664,103.475,36.328
6330,ANAMBE,FEMEA,,71.064,18.093,14.732,13.185
6331,ANANBE,MACHO,MARAJO,84.135,20.89,17.264,13.341
6332,ANAMBE,FEMEA,MOSQUEIRO,68.161,18.03,13.034,12.776
6333,ANAMBE,MACHO,MOSQUEIRO,76.358,19.318,16.048,13.461
6334,ANAMBE,MACHO,MOSQUEIRO,88.803,19.9,15.573,14.559
6335,PICA-PAU,MACHO,MOSQUEIRO,59.212,25.345,26.508,10.197
6336,PICA-PAU,MACHO,MOSQUEIRO,61.775,25.161,25.031,11.08
6337,PICA-PAU,MACHO,MOSQUEIRO,73.337,22.0,22.543,12.413
6338,ARARA AZUL,FEMEA,MARAJO,933.489,92.153,89.837,31.531
6339,ANAMBE,FEMEA,MARAJO,83.752,17.499,14.215,14.693
6340,PICA-PAU,FEMEA,MOSQUEIRO,58.103,19.004,22.208,9.541
6341,ARARA AZUL,MACHO,MARAJO,1363.189,94.607,106.573,42.742
6342,PICA-PAU,FEMEA,MOSQUEIRO,50.006,21.993,24.293,10.378
6343,ARARA AZUL,FEMEA,MARAJO,1108.749,92.785,93.388,35.809
6344,ANAMBE,MACHO,MOSQUEIRO,74.204,19.722,13.924,12.917
6345,ANAMBE,MACHO,MOSQUEIRO,82.476,22.199,15.764,13.649
6346,ARARA AZUL,MACHO,MARAJO,1471.053,111.299,97.374,40.357
6347,ANAMBE,FEMEA,MOSQUEIRO,70.247,17.553,13.477,16.603
6348,PICA-PAU,FEMEA,MOSQUEIRO,52.335,19.911,23.499,8.835
6349,ARARA AZUL,FEMEA,MARAJO,1136.58,100.308,92.581,33.141
6350,ANAMBE,MACHO,MARAJO,74.246,21.403,17.971,12.209
6351,ANAMBE,FEMEA,MOSQUEIRO,71.184,16.298,12.771,13.369
6352,PICA-PAU,FEMEA,MOSQUEIRO,56.65,20.216,21.084,11.38
6353,ANAMBE,MACHO,MOSQUEIRO,80.722,18.886,16.671,12.137
6354,ANAMBE,FEMEA,MOSQUEIRO,65.795,17.466,13.229,13.832
6355,ANAMBE,FEMEA,MARAJO,65.397,18.31,16.723,12.574
6356,ANAMBE,FEMEA,MARAJO,67.138,16.909,13.323,10.294
6357,ANAMBE,MACHO,MOSQUEIRO,71.86,21.279,15.823,13.815
6358,ANAMBE,MACHO,MOSQUEIRO,79.332,19.215,14.848,15.221
6359,ANAMBE,MACHO,MOSQUEIRO,88.739,19.98,14.745,12.059
6360,ARARA AZUL,MACHO,MARAJO,1409.427,102.667,93.156,34.52
6361,ARARA AZUL,FEMEA,MARAJO,,94.833,96.22,29.888
6362,ARARA AZUL,MACHO,MARAJO,1502.979,,100.918,41.839
6363,ANAMBE,MACHO,MOSQUEIRO,83.432,18.579,13.219,13.348
6364,ANAMBE,FEMEA,MOSQUEIRO,73.151,17.42,12.583,13.152
6365,ANAMBE,FEMEA,MOSQUEIRO,63.981,16.973,12.823,13.974
6366,ARARA AZUL,MACHO,MARAJO,1250.646,95.102,101.836,39.687
6367,ARARA AZUL,MACHO,MARAJO,1733.845,99.277,105.112,36.275
6368,ANAMBE,MACHO,MOSQUEIRO,75.561,20.39,14.178,11.603
6369,PICA-PAU,MACHO,MOSQUEIRO,71.68,25.445,23.262,12.34
6370,ARARA AZUL,MACHO,MARAJO,1352.594,97.345,107.159,38.323
6371,PICA-PAU,MACHO,MOSQUEIRO,62.737,,25.639,11.89
6372,ANAMBE,MACHO,MOSQUEIRO,79.83,20.772,12.869,10.575
6373,ARARA AZUL,MACHO,MARAJO,1353.867,94.673,95.492,39.099
6374,ANAMBE,FEMEA,MARAJO,69.801,17.058,14.556,10.12
6375,ARARA AZUL,FEMEA,MARAJO,1034.176,91.832,91.942,30.418
6376,ANAMBE,MACHO,MARAJO,87.742,24.06,17.857,12.881
6377,ANAMBE,MACHO,MOSQUEIRO,80.325,19.75,15.24,10.862
6378,ANAMBE,MACHO,MOSQUEIRO,87.645,21.291,14.662,13.5
6379,ARARA AZUL,MACHO,MARAJO,1306.936,98.926,101.269,36.402
6380,ARARA AZUL,MACHO,MARAJO,1422.737,95.044,102.853,32.018
6381,ANAMBE,FEMEA,MOSQUEIRO,65.942,19.031,12.944,12.374
6382,ARARA AZUL,MACHO,MARAJO,1366.79,100.418,99.487,41.335
6383,ANAMBE,MACHO,MARAJO,86.482,24.706,16.73,13.281
6384,ARARA AZUL,MACHO,MARAJO,,109.35,99.582,41.111
6385,ANAMBE,MACHO,MOSQUEIRO,78.538,20.691,15.876,16.014
6386,PICA-PAU,FEMEA,MOSQUEIRO,59.769,19.277,21.139,10.687
6387,ARARA AZUL,MACHO,MARAJO,1223.506,101.407,100.486,35.621
6388,ARARA AZUL,MACHO,MARAJO,1713.525,102.257,95.52,35.511
6389,ARARA AZUL,FEMEA,MARAJO,1021.234,89.57,91.552,32.124
6390,ARARA AZUL,FEMEA,MARAJO,1440.693,100.502,88.554,27.578
6391,ANAMBE,FEMEA,MOSQUEIRO,68.706,17.435,13.482,13.804
6392,ANAMBE,MACHO,MARAJO,86.69,21.163,18.016,12.988
6393,PICA-PAU,FEMEA,MOSQUEIRO,53.649,20.458,23.329,9.126
6394,ANAMBE,MACHO,MOSQUEIRO,87.776,20.626,14.288,13.221
6395,ANAMBE,MACHO,MARAJO,88.41,18.438,18.63,14.015
6396,ANAMBE,MACHO,MARAJO,92.821,22.02,17.829,13.445
6397,PICA-PAU,FEMEA,MOSQUEIRO,54.261,20.731,20.764,9.618
